Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;05/12/2017;5,42;5,54;3357,87;3300,56;3299,44
Tesouro IPCA+ com Juros Semestrais;15/05/2035;05/12/2017;5,34;5,46;3269,19;3227,58;3226,5
Tesouro Prefixado com Juros Semestrais;01/01/2027;31/08/2017;10,05;10,17;1016,16;1009,33;1008,94
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;30/08/2017;5,27;5,39;3358,75;3299,71;3298,61
Tesouro IPCA+ com Juros Semestrais;15/05/2045;30/08/2017;5,28;5,4;3374,98;3320,6;3319,49
Tesouro IPCA+ com Juros Semestrais;15/05/2035;30/08/2017;5,13;5,25;3361,76;3318,76;3317,67
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;30/08/2017;5,22;5,34;737,92;715,06;714,83
;;;;;;;
Tesouro IPCA+;15/05/2035;30/08/2017;5,22;5,34;1225,68;1201,3;1200,9
;;;;;;;
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;30/08/2017;5,05;5,17;5844,33;5789,2;5787,86
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;30/08/2017;10,04;10,16;1016,35;1009,51;1009,12
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;29/08/2017;5,15;5,27;3353,45;3310,58;3309,48
Tesouro IPCA+ com Juros Semestrais;15/08/2050;29/08/2017;5,28;5,4;3352,66;3293,76;3292,66
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;29/08/2017;5,29;5,41;3369,28;3315,02;3313,91
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;29/08/2017;5,25;5,37;731,89;709,23;708,99
Tesouro IPCA+;15/05/2035;29/08/2017;5,25;5,37;1219,14;1194,88;1194,48
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;29/08/2017;5,06;5,18;5838,38;5783,29;5781,95
Tesouro Prefixado com Juros Semestrais;01/01/2027;29/08/2017;10,05;10,17;1015,39;1008,55;1008,16
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;28/08/2017;5,25;5,37;3386,57;3331,85;3330,74
Tesouro IPCA+ com Juros Semestrais;15/08/2050;28/08/2017;5,24;5,36;3371,56;3312,11;3311,01
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;28/08/2017;5,12;5,24;3363,2;3320,13;3319,04
;;;;;;;
Tesouro IPCA+;15/05/2035;28/08/2017;5,21;5,33;1226,94;1202,51;1202,11
;;;;;;;
Tesouro IPCA+;15/05/2045;28/08/2017;5,21;5,33;739,37;716,46;716,22
Tesouro IGPM+ com Juros Semestrais;01/01/2031;28/08/2017;5,03;5,15;5850,94;5795,65;5794,31
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;28/08/2017;10,02;10,14;1016,73;1009,87;1009,48
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;25/08/2017;5,13;5,25;3358,49;3315,49;3313,56
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;25/08/2017;5,24;5,36;3370,46;3311,01;3309,08
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;25/08/2017;5,25;5,37;3385,45;3330,74;3328,79
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;25/08/2017;5,23;5,35;735,26;712,48;712,06
Tesouro IPCA+;15/05/2035;25/08/2017;5,23;5,35;1222,43;1198,09;1197,4
Tesouro IGPM+ com Juros Semestrais;01/01/2031;25/08/2017;5,04;5,16;5844,97;5789,73;5788,02
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;25/08/2017;10,02;10,14;1016,34;1009,48;1009,09
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;29/05/2017;5,55;5,67;1140,26;1117,32;1116,9
Tesouro IPCA+;15/05/2045;29/05/2017;5,55;5,67;665,38;644,65;644,41
Tesouro IGPM+ com Juros Semestrais;01/01/2031;29/05/2017;5,56;5,68;5826,46;5772,67;5772,84
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;29/05/2017;10,93;11,05;989,57;983,11;982,7
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;26/05/2017;5,55;5,67;3198,36;3146,86;3144,72
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;26/05/2017;5,52;5,64;3169,4;3128,59;3126,46
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;26/05/2017;5,5;5,62;3278,98;3222,99;3220,8
Tesouro IPCA+;15/05/2035;26/05/2017;5,52;5,64;1145,66;1122,59;1121,82
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;26/05/2017;5,52;5,64;670,43;649,53;649,08
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;26/05/2017;5,55;5,67;5831,17;5777,3;5780,36
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;26/05/2017;10,78;10,9;997,34;990,79;990,39
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;25/05/2017;5,55;5,67;3253,26;3197,94;3196,74
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;25/05/2017;5,59;5,71;3178,89;3127,84;3126,67
Tesouro IPCA+ com Juros Semestrais;15/05/2035;25/05/2017;5,56;5,68;3153,58;3113,02;3111,86
Tesouro IPCA+;15/05/2045;25/05/2017;5,57;5,69;661,19;640,58;640,34
;;;;;;;
Tesouro IPCA+;15/05/2035;25/05/2017;5,57;5,69;1135,22;1112,36;1111,95
;;;;;;;
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;25/05/2017;5,57;5,69;5825,25;5771,44;5771,62
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;25/05/2017;10,84;10,96;993,65;987,13;986,73
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;24/05/2017;5,5;5,62;3172,97;3132,05;3130,88
Tesouro IPCA+ com Juros Semestrais;15/05/2045;24/05/2017;5,51;5,63;3212,46;3160,56;3159,38
Tesouro IPCA+ com Juros Semestrais;15/08/2050;24/05/2017;5,47;5,59;3289,8;3233,45;3232,25
;;;;;;;
Tesouro IPCA+;15/05/2045;24/05/2017;5,49;5,61;675,06;654;653,76
;;;;;;;
Tesouro IPCA+;15/05/2035;24/05/2017;5,49;5,61;1150,3;1127,12;1126,71
Tesouro IGPM+ com Juros Semestrais;01/01/2031;24/05/2017;5,64;5,76;5793,95;5740,55;5740,7
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;24/05/2017;11,16;11,28;976;969,65;969,24
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;23/05/2017;5,64;5,76;3209,42;3155,24;3154,04
Tesouro IPCA+ com Juros Semestrais;15/05/2035;23/05/2017;5,66;5,78;3117,59;3077,64;3076,46
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;23/05/2017;5,68;5,8;3138,32;3088,22;3087,03
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;03/03/2017;10,3;10,42;1001,73;994,82;994,43
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;02/03/2017;5,11;5,23;3341,59;3298,09;3296,9
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;02/03/2017;5,15;5,27;3405,14;3349,31;3348,1
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;02/03/2017;5,11;5,23;3409,15;3348,05;3346,85
Tesouro IPCA+;15/05/2035;02/03/2017;5,09;5,21;1210,2;1185,42;1185
;;;;;;;
Tesouro IPCA+;15/05/2045;02/03/2017;5,09;5,21;737,64;714,36;714,1
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;02/03/2017;5,2;5,32;6030,76;5972,77;5971,04
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;02/03/2017;10,16;10,28;1009,49;1002,5;1002,11
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/03/2017;5,15;5,27;3325,81;3282,58;3281,39
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/03/2017;5,14;5,26;3392,51;3331,85;3330,65
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/03/2017;5,18;5,3;3389,84;3334,37;3333,16
;;;;;;;
Tesouro IPCA+;15/05/2045;01/03/2017;5,13;5,25;729,53;706,51;706,26
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;01/03/2017;5,13;5,25;1201,46;1176,86;1176,44
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/03/2017;5,23;5,35;6014,47;5956,67;5954,94
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/03/2017;10,24;10,36;1004,44;997,49;997,1
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;24/02/2017;5,13;5,25;3396,43;3335,64;3332,34
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;24/02/2017;5,18;5,3;3388,63;3333,16;3329,87
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;24/02/2017;5,16;5,28;3321;3277,83;3274,59
;;;;;;;
Tesouro IPCA+;15/05/2045;24/02/2017;5,12;5,24;731,22;708,15;707,45
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;24/02/2017;5,12;5,24;1203,1;1178,47;1177,3
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;24/02/2017;5,25;5,37;6003,06;5945,38;5943,08
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;24/02/2017;10,18;10,3;1007,55;1000,56;1000,17
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;23/02/2017;5,12;5,24;3398,24;3337,34;3336,14
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;23/02/2017;5,17;5,29;3389,98;3334,43;3333,23
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;23/02/2017;5,16;5,28;3317,73;3274,59;3273,41
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;05/12/2017;5,42;5,54;3295,05;3242,02;3240,93
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;05/12/2017;5,48;5,6;1199,63;1176,16;1175,76
Tesouro IPCA+;15/05/2045;05/12/2017;5,48;5,6;704,67;683,1;682,87
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;05/12/2017;5,19;5,31;5930,61;5876,66;5874,5
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;05/12/2017;10,22;10,34;1031,68;1025,06;1024,66
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;04/12/2017;5,39;5,51;3307,41;3254,06;3252,97
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;04/12/2017;5,31;5,43;3278,64;3236,83;3235,76
Tesouro IPCA+ com Juros Semestrais;15/08/2050;04/12/2017;5,38;5,5;3376,21;3318,37;3317,26
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;04/12/2017;5,44;5,56;1207,16;1183,53;1183,13
Tesouro IPCA+;15/05/2045;04/12/2017;5,44;5,56;711,78;689,98;689,75
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;04/12/2017;5,17;5,29;5937,53;5883,45;5881,3
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;04/12/2017;10,29;10,41;1027,41;1020,82;1020,42
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/12/2017;5,44;5,56;3283,93;3231,12;3229,24
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/12/2017;5,35;5,47;3263,54;3221,99;3220,12
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/12/2017;5,42;5,54;3355,64;3298,33;3296,41
Tesouro IPCA+;15/05/2045;01/12/2017;5,48;5,6;704,2;682,63;682,24
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;01/12/2017;5,48;5,6;1198,82;1175,37;1174,68
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/12/2017;5,21;5,33;5917,28;5863,43;5859,39
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/12/2017;10,36;10,48;1023,16;1016,6;1016,2
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;30/11/2017;5,39;5,51;3368,27;3310,58;3309,47
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;30/11/2017;5,41;5,53;3295,43;3242,31;3241,22
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;30/11/2017;5,31;5,43;3275,68;3233,88;3232,81
Tesouro IPCA+;15/05/2035;30/11/2017;5,44;5,56;1206,05;1182,44;1182,04
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;30/11/2017;5,44;5,56;711,13;689,34;689,11
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;30/11/2017;5,17;5,29;5931,34;5877,26;5874,79
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;30/11/2017;10,28;10,4;1027,16;1020,56;1020,16
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;29/11/2017;5,31;5,43;3339,6;3285,39;3284,3
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;29/11/2017;5,23;5,35;3302,88;3260,59;3259,51
Tesouro IPCA+ com Juros Semestrais;15/08/2050;29/11/2017;5,29;5,41;3416,46;3357,43;3356,31
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;29/11/2017;5,37;5,49;1219,66;1195,75;1195,35
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;24/08/2017;5,15;5,27;3349,34;3306,48;3305,38
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;24/08/2017;5,25;5,37;3363,48;3304,2;3303,1
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;24/08/2017;5,27;5,39;3374,28;3319,81;3318,7
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;24/08/2017;5,24;5,36;732,91;710,2;709,96
Tesouro IPCA+;15/05/2035;24/08/2017;5,24;5,36;1219,68;1195,39;1194,99
Tesouro IGPM+ com Juros Semestrais;01/01/2031;24/08/2017;5,06;5,18;5834,01;5778,88;5777,54
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;24/08/2017;10,04;10,16;1014,81;1007,96;1007,57
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;23/08/2017;5,27;5,39;3374,53;3320,04;3318,79
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;23/08/2017;5,26;5,38;3358,74;3299,57;3298,32
Tesouro IPCA+ com Juros Semestrais;15/05/2035;23/08/2017;5,15;5,27;3349,61;3306,72;3305,49
;;;;;;;
Tesouro IPCA+;15/05/2035;23/08/2017;5,24;5,36;1219,77;1195,48;1195,03
;;;;;;;
Tesouro IPCA+;15/05/2045;23/08/2017;5,24;5,36;732,96;710,25;709,98
Tesouro IGPM+ com Juros Semestrais;01/01/2031;23/08/2017;5,07;5,19;5828,05;5772,98;5771,63
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;23/08/2017;10,08;10,2;1012,13;1005,3;1004,91
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;22/08/2017;5,26;5,38;3377,87;3323,27;3322,02
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;22/08/2017;5,15;5,27;3348,37;3305,49;3304,25
Tesouro IPCA+ com Juros Semestrais;15/08/2050;22/08/2017;5,25;5,37;3362,49;3303,19;3301,94
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;22/08/2017;5,23;5,35;734,62;711,85;711,58
Tesouro IPCA+;15/05/2035;22/08/2017;5,23;5,35;1221,36;1197,03;1196,58
Tesouro IGPM+ com Juros Semestrais;01/01/2031;22/08/2017;5,07;5,19;5826,72;5771,63;5770,29
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;22/08/2017;10,11;10,23;1010,03;1003,22;1002,83
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;21/08/2017;5,14;5,26;3350,74;3307,79;3306,56
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;21/08/2017;5,21;5,33;3381,36;3321,52;3320,27
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;21/08/2017;5,24;5,36;3385,84;3331,02;3329,76
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;21/08/2017;5,22;5,34;736,27;713,45;713,18
Tesouro IPCA+;15/05/2035;21/08/2017;5,22;5,34;1222,95;1198,59;1198,13
Tesouro IGPM+ com Juros Semestrais;01/01/2031;21/08/2017;5,06;5,18;5830,02;5774,85;5773,51
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;21/08/2017;10,05;10,17;1013,08;1006,23;1005,84
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;18/08/2017;5,13;5,25;3353,12;3310,11;3307,74
;;;;;;;
Tesouro IPCA+;15/05/2035;23/05/2017;5,64;5,76;1121,05;1098,49;1098,07
Tesouro IPCA+;15/05/2045;23/05/2017;5,64;5,76;648,64;628,43;628,19
;;;;;;;
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;23/05/2017;5,74;5,86;5749,56;5696,73;5696,86
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;23/05/2017;11,6;11,72;952,6;946,47;946,05
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;22/05/2017;5,75;5,87;3086,38;3046,97;3045,79
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;22/05/2017;5,79;5,91;3091,16;3042,18;3040,99
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;22/05/2017;5,72;5,84;3171,93;3118,74;3117,54
Tesouro IPCA+;15/05/2045;22/05/2017;5,72;5,84;634,85;615,08;614,84
Tesouro IPCA+;15/05/2035;22/05/2017;5,72;5,84;1105,54;1083,3;1082,88
;;;;;;;
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;22/05/2017;5,78;5,9;5732,02;5679,4;5679,52
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;22/05/2017;11,56;11,68;954,24;948,09;947,67
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;19/05/2017;6,03;6,15;2994,33;2956,54;2954,41
Tesouro IPCA+ com Juros Semestrais;15/05/2045;19/05/2017;6,04;6,16;2989,28;2942,75;2940,63
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;19/05/2017;5,97;6,09;3061,55;3011,32;3009,16
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;19/05/2017;6,01;6,13;587,93;569,67;569,26
Tesouro IPCA+;15/05/2035;19/05/2017;6,01;6,13;1052,18;1031,07;1030,33
;;;;;;;
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;19/05/2017;6,05;6,17;5614,71;5563,64;5566,48
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;19/05/2017;11,8;11,92;941,58;935,55;935,13
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;18/05/2017;6;6,12;3002,9;2956,01;2954,83
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;18/05/2017;5,97;6,09;3011,34;2973,22;2972,04
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;18/05/2017;5,93;6,05;3076,41;3025,75;3024,56
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;18/05/2017;5,97;6,09;1058,57;1037,32;1036,9
Tesouro IPCA+;15/05/2045;18/05/2017;5,97;6,09;593,73;575,28;575,05
Tesouro IGPM+ com Juros Semestrais;01/01/2031;18/05/2017;5,96;6,08;5661,69;5610;5609,79
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;18/05/2017;11,76;11,88;943,19;937,13;936,72
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;17/05/2017;4,97;5,09;3356,08;3311,74;3310,56
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;17/05/2017;5;5,12;3441,14;3383,43;3382,22
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;17/05/2017;4,92;5,04;3562,16;3498,08;3496,84
;;;;;;;
Tesouro IPCA+;15/05/2035;17/05/2017;4,97;5,09;1254,18;1228,75;1228,31
Tesouro IPCA+;15/05/2045;17/05/2017;4,97;5,09;773,2;748,94;748,67
Tesouro IPCA+;15/05/2045;23/02/2017;5,12;5,24;730,51;707,45;707,2
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;23/02/2017;5,12;5,24;1201,92;1177,3;1176,88
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;23/02/2017;5,34;5,46;5957,42;5900,34;5898,93
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;23/02/2017;10,2;10,32;1005,99;999,02;998,63
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;22/02/2017;5,22;5,34;3295,16;3252,41;3251,19
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;22/02/2017;5,24;5,36;3356,49;3301,75;3300,52
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;22/02/2017;5,18;5,3;3366,66;3306,62;3305,39
;;;;;;;
Tesouro IPCA+;15/05/2045;22/02/2017;5,18;5,3;718,69;696,01;695,75
;;;;;;;
Tesouro IPCA+;15/05/2035;22/02/2017;5,18;5,3;1189,22;1164,87;1164,44
Tesouro IGPM+ com Juros Semestrais;01/01/2031;22/02/2017;5,36;5,48;5944,12;5887,17;5885,87
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;22/02/2017;10,25;10,37;1002,69;995,74;995,35
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;21/02/2017;5,24;5,36;3335,19;3276;3274,78
Tesouro IPCA+ com Juros Semestrais;15/05/2045;21/02/2017;5,3;5,42;3327,71;3273,67;3272,43
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;21/02/2017;5,29;5,41;3268,91;3226,62;3225,41
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;21/02/2017;5,25;5,37;705,11;682,87;682,62
;;;;;;;
